,number_of_stars,number_of_planets,number_of_moons,circumbinary,orbital_period_in_days,orbital_semimajor_axis_in_AU,radius_in_Earth_radii,mass_in_Earth_masses,density_in_grams_per_cubic_centimeter,orbital_eccentricity,insolation_flux_in_Earth_flux,equilibrium_temperature,spectral_type,stellar_mass_in_Sun_masses,stellar_luminosity,stellar_surface_gravity,type,short_description,description,url,subtitle
30,2,5,0,0,0.7365474,0.01544,1.875,7.99,6.66,0.05,,,,0.91,,4.43,,,,,
45,1,2,0,0,8.4629991,0.0645,,20.12,1.32,0.186,,,,0.5,,,,,,,
46,1,2,0,0,18.858991,0.1101,,9.6,1.22,,,,,0.5,,,,,,,
79,1,1,0,0,1.5089557,,16.7,327.35,0.38,0.0,,1898.0,G0 V,0.95,,4.25,,,,,
80,1,1,0,0,13.2406,0.1055,10.87,874.0,3.7,0.53,,600.0,K1 V,0.89,,4.65,,,,,
81,1,1,0,0,2.99433,0.0436,16.03,740.51,0.99,0.0,,1657.0,F6 V,1.27,,4.22,,,,,
82,1,1,0,0,2.828042,0.04016,16.14,291.438,0.411,0.07,,1442.0,,1.08,,4.38,,,,,
83,1,1,0,0,4.03519,0.051,9.92,415.704,2.34,0.0,,1700.0,G0 V,1.09,,4.46,,,,,
84,1,1,0,0,1.51214,0.027,12.22,2415.4,7.3,0.0,,1952.0,F9 V,1.13,,4.35,,,,,
85,1,1,0,0,5.35227,0.0618,13.11,170.032,0.44,0.33,,,G5 V,1.1,,4.36,,,,,
86,1,1,0,0,3.7681,0.0461,11.43,772.29,2.82,0.0,,1626.0,G2 V,1.04,,4.4,,,,,
87,1,1,0,0,1.9000693,0.0295,14.68,1102.82,2.2,0.08,,1550.0,G9 V,0.95,,4.4,,,,,
88,1,1,0,0,3.89713,0.0518,14.46,352.78,0.71,0.047,,2000.0,F9 V,1.21,0.544,4.07,,,,,
89,2,1,0,0,1.7429935,0.02798,16.432,1102.82,1.47,0.0143,,,,0.96,,,,,,,
92,1,1,0,0,2.72474,0.0417,14.572,718.2958,1.36,0.0,,,F8 IV,1.29,,3.7,,,,,
93,1,1,0,0,9.75598,0.092,4.88,12.2,0.249,0.077,,885.0,G3 V,1.1,,4.36,,,,,
94,1,1,0,0,3.6313,0.048,11.77,889.9,3.0,0.16,,1660.0,G0 V,1.14,,4.3,,,,,
95,1,2,0,0,5.1134,0.056,3.7,5.7,0.9,0.0,,1070.0,K1 V,0.91,,4.55,,,,,
96,1,2,0,0,11.759,0.098,5.0,28.0,1.3,0.0,,850.0,K1 V,0.91,,4.55,,,,,
97,1,1,0,0,4.86069,0.0578,12.11,85.81,0.15,0.0,,1330.0,F9,1.09,,4.31,,,,,
98,1,1,0,0,4.20474,0.0526,14.12,165.26,0.28,0.0,,1600.0,G5,1.09,,3.99,,,,,
99,1,1,0,0,3.57532,0.0476,11.287,3302.11,12.6,0.065,,1500.0,G2,1.05,,4.4,,,,,
100,1,1,0,0,5.20851,0.0603,10.705,153.82972,0.69,0.047,,,G8/9 IV,1.01,,3.6,,,,,
101,1,1,0,0,2.85057,0.0386,10.088,270.1555,1.45,0.082,,,K0 V,0.97,,4.3,,,,,
102,1,1,0,0,4.2568,,11.32,6883.91,26.4,0.0,,,F3 V,1.37,,4.22,,,,,
103,1,1,0,0,9.06005,0.0844,11.31,921.707,3.45,0.007,,,G3 V,0.98,,4.4,,,,,
104,1,1,0,0,4.62941,0.0586,16.365,266.9772,0.33,0.02,,,G2 IV,1.25,,3.85,,,,,
105,1,1,0,0,3.22748,0.0429,18.831,349.61125,0.29,0.0,,1747.0,F6 V,1.01,,4.01,,,,,
106,1,1,0,0,5.616531,0.066,15.805,216.12332,0.25,0.0,,1567.0,F3 V,1.32,,4.16,,,,,
107,1,1,0,0,9.20205,0.09,13.34,228.83,0.525,0.0,,1074.0,,1.16,,4.41,,,,,
108,1,1,0,0,4.0378962,0.04947,15.558,148.42,0.217,0.09,,1438.0,F9 V,1.0,,4.19,,,,,
109,1,1,0,0,8.886593,0.0855,13.068,940.74,2.32,0.1,,1017.0,F9 V,1.05,,4.43,,,,,
113,1,1,0,0,6.21229,0.063,6.39,69.92,1.6,0.0,,,K1 V,0.88,,4.58,,,,,
114,2,1,0,0,95.272656,0.4021,11.949,266.9772,0.86,0.133,,420.0,,0.96,,4.54,,,,,
115,1,1,0,0,6.71837,0.071,6.389,47.6745,1.1,,132.26,938.0,G0 VI,1.08,-0.155,4.67,,,,,
164,2,1,0,0,6.180235,0.07229,11.781,953.49,3.1,,642.0,1401.0,F5 V,1.32,0.526,4.16,,,,,
166,1,3,0,0,3.5951,0.047,1.95,8.75,6.39,0.06,1037.0,1616.0,G8 IV/V,1.05,,3.99,,,,,
167,1,3,0,0,15.624,0.13,3.67,14.67,1.62,0.07,160.0,990.0,G8 IV/V,1.05,,3.99,,,,,
168,1,3,0,0,35.747,0.22,3.94,10.18,0.91,0.15,53.0,752.0,G8 IV/V,1.05,,3.99,,,,,
176,1,2,0,0,1.628931,0.0153,1.13,1.66,6.3,0.22,,529.0,,0.18,-2.359,,,,,,
180,1,1,0,0,1.58040433,0.0149,2.742,8.17,2.2,0.063,21.0,596.0,M4 V,0.18,-2.337,5.03,,,,,
183,1,2,0,0,35.61253,0.1915,2.61,22.7,7.0,0.188,,422.0,K4.5,0.73,-0.686,4.61,,,,,
205,1,1,0,0,2.853136,0.03165,2.13,3.34,1.89,0.32,,693.0,M2 V,0.52,-1.342,4.73,,,,,
221,1,1,0,0,3.3366496,0.0355,4.57,13.9,0.8,,,594.0,,0.54,,4.7,,,,,
222,2,2,0,0,1.1980035,0.01589,1.264,1.86,5.03,0.0,59.4,773.0,,0.36,-1.824,4.81,,,,,
226,1,3,0,0,3.93072,0.035,1.217,1.84,5.6,,12.6,525.0,M2.5 V,0.34,-1.798,4.94,,,,,
230,1,1,0,0,0.321962,0.0071,0.718,0.546,8.106,0.0,,1745.0,M1.0 V,0.45,-1.541,4.78,Terrestrial,GJ 367 b is a terrestrial exoplanet that orbits an M-type star. Its mass is 0.546 EarthsCOMMA it takes 0.3 days to complete one orbit of its starCOMMA and is 0.0071 AU from its star. Its discovery was announced in 2021.,GJ 367 b is a terrestrial exoplanet that orbits an M-type star. Its mass is 0.546 EarthsCOMMA it takes 0.3 days to complete one orbit of its starCOMMA and is 0.0071 AU from its star. Its discovery was announced in 2021.,/exoplanet-catalog/8049/gj-367-b/,A rocky world outside our solar system
232,1,2,0,0,2.616235,0.0252,1.09,1.75,7.3,0.0,17.3,568.0,,0.31,-1.963,4.89,,,,,
246,1,1,0,0,2.64388312,0.0291,4.17,22.1,1.8,0.13827,,,,0.47,,4.79,,,,,
248,1,1,0,0,1.467119,0.01734,1.305,2.82,7.0,0.05,40.3,701.0,M3.5 V,0.32,-1.917,,,,,,
290,1,3,0,0,1.2089819,0.0188,1.577,4.91,6.93,0.0,,,,0.61,,4.66,,,,,
291,1,3,0,0,3.6480957,0.03925,1.241,0.84,2.42,0.0,,,,0.61,,4.66,,,,,
292,1,3,0,0,6.2014698,0.05591,2.022,4.04,2.69,0.0,,,,0.61,,4.66,,,,,
293,1,1,0,0,1.744579,0.0338,16.477,6261.21962,8.22242,0.0,4650.0,2300.0,F2,1.68,0.727,4.27,,,,,
302,2,1,0,0,4.46529976,0.05561,14.785,166.86075,0.282,,,1322.0,,1.15,,4.36,,,,,
305,1,1,0,0,3.2130598,0.0384,10.749,67.059,0.3192,0.0,,963.0,K4,0.73,-0.678,4.61,,,,,
310,3,1,0,0,2.77596,0.0413,14.448,1332.605,2.42,0.036,,1626.0,F8,1.22,0.294,4.34,,,,,
313,1,1,0,0,5.508023,0.0559,11.153,62.61,0.25,0.084,,852.0,K2,0.77,-0.569,4.57,,,,,
314,1,1,0,0,4.008778,0.0466,12.689,92.802,0.25,0.067,,1010.0,K1,0.84,-0.432,4.54,,,,,
316,1,1,0,0,2.875317,0.0361,9.718,2302.899,13.78,0.015,,970.0,K3,0.76,-0.721,4.63,,,,,
321,1,1,0,0,3.65281514,0.0466,12.722,180.84527,0.483,0.023,325.0,1182.0,,1.01,-0.152,4.52,,,,,
324,1,1,0,0,3.257215,0.0434,13.585,198.953,0.44,0.051,,1384.0,G3,1.02,0.053,4.36,,,,,
329,2,1,0,0,2.1500082,0.03397,22.194,216.1244,0.108,0.159,1841.0,1836.0,,1.13,0.338,4.22,,,,,
331,1,1,0,0,5.452654,0.06774,13.417,1058.3739,2.5,0.432,,,,1.39,,,,,,,
332,3,1,0,0,3.646706,0.04978,14.93,335.62848,0.55,0.02,,,,1.24,,,,,,,
333,1,1,0,0,1.32734683,0.0241,14.314,587.41341,1.175,,,1781.0,,1.03,,,,,,,
334,1,1,0,0,2.797436,0.0379,13.204,371.528,0.89,0.058,,1271.0,,0.93,-0.208,,,,,,
335,1,1,0,0,4.640382,0.0523,9.247,84.857,0.59,0.067,,1082.0,,0.89,-0.208,,,,,,
336,2,1,0,0,3.54387,0.0509,17.609,190.372,0.19,0.0,,1752.0,,1.4,0.607,,,,,,
337,2,1,0,0,3.056536,0.04438,14.28,213.255,0.403,0.0,,1686.0,,,0.431,,,,,,
340,1,1,0,0,4.641878,0.0575,14.348,331.801,0.61,0.0,,1428.0,,1.18,0.356,4.14,,,,,
342,1,2,0,0,4.301219,0.0507,13.922,111.871,0.23,0.044,,1108.0,,0.94,-0.194,4.46,,,,,
344,1,1,0,0,3.128992,0.0452,15.984,283.492,0.38,0.049,,1652.0,,1.26,0.4,4.3,,,,,
345,1,1,0,0,4.463129,0.0577,14.392,156.684,0.28,0.123,,1458.0,,1.28,0.391,4.25,,,,,
348,1,1,0,0,3.1220109,0.0453,14.437,429.0705,0.78,0.115,,1862.0,,1.27,0.603,4.07,,,,,
349,1,1,0,0,4.2180278,0.05069,14.493,98.20947,0.178,0.123,,1192.0,,0.98,-0.066,4.39,,,,,
350,1,1,0,0,2.7535953,0.03694,11.31,259.98494,0.98,0.047,,1218.0,,0.89,-0.305,4.48,,,,,
351,1,1,0,0,1.9616241,0.03159,14.773,471.65972,0.8,0.134,,1778.0,,1.09,0.217,4.31,,,,,
352,1,1,0,0,3.799847,0.04117,10.581,241.5508,1.118,0.074,,818.0,,0.65,-0.902,4.67,,,,,
353,1,1,0,0,3.5852467,0.04604,13.249,184.97706,0.435,0.139,,1313.0,,1.01,,4.43,,,,,
356,1,1,0,0,4.0138379,0.04994,14.93,118.23217,0.194,0.073,1146.0,1622.0,,1.03,0.456,4.08,,,,,
357,1,1,0,0,4.1419771,0.05064,12.588,489.45575,1.347,0.03,441.4,1278.0,,1.01,0.054,4.36,,,,,
359,1,1,0,0,4.7947813,0.06277,18.282,182.43351,0.164,0.25,1634.0,1772.0,,1.44,0.809,3.91,,,,,
360,1,1,0,0,1.90231289,0.0301,10.077,335.94463,1.8,0.113,849.5,1505.0,,1.0,-0.115,4.5,,,,,
361,1,1,0,0,2.6453235,0.03772,12.027,241.86742,0.77,0.101,867.2,1512.0,,1.02,0.091,4.31,,,,,
362,1,1,0,0,3.377728,0.04294,12.543,195.14664,0.54,0.069,387.4,1237.0,,0.93,-0.146,4.43,,,,,
363,1,1,0,0,4.007232,0.05387,19.089,184.34048,0.144,0.101,1611.0,1766.0,,1.3,0.668,4.07,,,,,
364,1,1,0,0,2.6054552,0.03951,21.185,167.49641,0.096,0.304,,1930.0,G2,1.21,0.555,3.98,,,,,
365,1,1,0,0,2.972086,0.04363,17.822,248.86089,0.242,0.09,,1896.0,G0,1.25,0.615,3.99,,,,,
366,2,1,0,0,4.8101025,0.06505,23.371,108.0622,0.052,0.0,,1903.0,,1.64,0.939,3.85,,,,,
367,1,1,0,0,2.29840551,0.02996,12.016,230.10892,0.727,0.041,184.8,1028.0,K,0.68,-0.779,4.62,,,,,
368,1,1,0,0,4.7869491,0.06555,18.786,1137.8314,1.02,0.0,,1930.0,,1.65,1.0,4.11,,,,,
370,1,1,0,0,2.74432452,0.04739,20.961,2154.8874,1.54,0.0,,2562.0,,1.89,1.223,4.18,,,,,
372,1,1,0,0,3.92281072,0.05287,15.614,238.05467,0.342,0.084,931.0,1540.0,,1.28,0.418,4.29,,,,,
373,1,1,0,0,3.446459,0.0444,14.594,589.55,1.03,0.12,,1359.0,,0.99,0.041,,,,,,
374,1,1,0,0,3.312846,0.04491,10.862,167.17858,0.7,0.501,,1407.0,,1.1,0.117,4.39,,,,,
377,1,1,0,0,3.0440499,0.04057,13.585,172.58169,0.377,0.181,,1244.0,,0.96,,4.52,,,,,
378,1,1,0,0,2.7667641,0.03815,11.646,340.39593,1.191,0.142,,1276.0,,0.97,,4.48,,,,,
379,1,1,0,0,1.74748753,0.02712,12.386,689.6911,1.97,0.126,,1505.0,G9 V,0.87,-0.204,4.45,,,,,
380,1,1,0,0,2.686502,0.03744,14.572,1039.3041,1.86,0.0,,1592.0,G3 V,0.97,0.173,4.24,,,,,
381,1,1,0,0,16.254611,0.1308,8.709,425.25654,3.5,0.029,72.7,814.0,G V,1.13,0.093,4.42,,,,,
382,1,1,0,0,0.83784,0.0174,14.897,629.14449,1.1169,,,2069.0,,1.04,,,,,,,
383,1,1,0,0,1.354133,0.023,13.092,427.463,1.05,0.0,,1577.0,K,0.88,-0.268,4.48,,,,,
384,1,1,0,0,4.7228124,0.05025,10.682,870.8542,3.89,0.079,,858.0,K V,0.76,-0.646,4.64,,,,,
385,1,1,0,0,2.1605156,0.03397,20.849,467.2101,0.29,0.114,,1654.0,G V,1.12,0.155,4.33,,,,,
386,1,1,0,0,1.3484978,0.0238,15.637,718.2958,1.03,0.0,,2166.0,,1.07,0.19,4.37,,,,,
387,1,1,0,0,4.2986432,0.05163,14.123,194.82979,0.38,0.176,,1277.0,G,0.99,0.068,4.35,,,,,
388,1,1,0,0,3.3023881,0.04735,19.616,206.5895,0.153,0.245,,1918.0,F,1.3,0.704,3.94,,,,,
389,1,1,0,0,4.637038,0.0611,16.814,168.4499,0.18,0.581,,1659.0,F,1.42,0.669,4.11,,,,,
390,1,1,0,0,3.1810781,0.04131,13.384,213.58176,0.48,0.202,,1253.0,G,0.93,-0.157,4.48,,,,,
391,1,1,0,0,4.6058749,0.05475,14.022,207.54299,0.411,0.158,,1212.0,G,1.03,0.029,4.39,,,,,
392,1,1,0,0,3.547851,0.0485,15.48,340.382,0.51,0.0,,1648.0,F,1.21,0.456,4.22,,,,,
393,2,1,0,0,3.1743516,0.04354,13.171,224.38798,0.543,0.096,,1414.0,G,1.09,0.097,4.42,,,,,
394,1,1,0,0,3.37796,0.0478,18.383,279.6904,0.243,0.233,,1823.0,,1.27,0.619,4.0,,,,,
395,1,1,0,0,2.8126548,0.04024,14.0,292.4036,0.58,0.471,,1437.0,,1.1,0.057,4.4,,,,,
396,1,1,0,0,2.5495551,0.03727,13.787,378.85336,0.79,0.08,,1429.0,,1.06,-0.018,4.45,,,,,
397,1,1,0,0,2.1061607,0.03166,16.029,299.07803,0.4,0.108,,1445.0,,0.95,-0.14,4.43,,,,,
398,1,1,0,0,1.8209993,0.03199,16.41,388.38826,0.484,0.306,,2037.0,,1.32,0.465,4.24,,,,,
400,2,1,0,0,4.3315366,0.04913,6.793,31.46517,0.55,0.0,229.7,1085.0,,0.84,-0.256,4.48,,,,,
401,1,1,0,0,4.375021,0.05036,6.882,23.51942,0.403,0.0,464.7,1294.0,,0.89,0.072,4.3,,,,,
402,1,1,0,0,4.5776348,0.06007,17.598,200.2329,0.202,0.275,,1645.0,,1.38,0.64,4.16,,,,,
403,1,1,0,0,2.516729,0.0362,11.433,420.471,1.55,0.013,,1315.0,G,1.0,-0.187,4.51,,,,,
404,1,1,0,0,3.2642736,0.04997,17.71,505.3497,0.49,0.312,,2101.0,,1.56,0.903,3.92,,,,,
405,1,1,0,0,4.193649,0.0583,14.908,3082.951,5.1,0.38,,1710.0,,1.5,0.653,4.14,,,,,
406,1,1,0,0,2.292102,0.03689,15.693,597.5204,0.83,0.229,,1856.0,,1.27,0.425,4.2,,,,,
407,1,1,0,0,4.3888497,0.04944,13.227,82.95363,0.191,0.173,,1003.0,,0.84,-0.398,4.54,,,,,
408,1,1,0,0,2.7439004,0.03649,11.96,177.9848,0.56,0.279,,1161.0,,0.86,-0.398,4.51,,,,,
409,1,1,0,0,4.1876244,0.05511,14.415,222.481,0.41,0.24,,1518.0,,1.27,0.425,4.3,,,,,
410,1,1,0,0,4.7423729,0.05367,10.122,54.98459,0.28,0.559,,1054.0,,0.92,-0.23,4.54,,,,,
411,1,1,0,0,3.9228038,0.04269,12.52,117.27927,0.331,0.088,87.73,853.0,,0.67,-0.796,4.63,,,,,
412,2,1,0,0,3.1316666,0.03769,8.967,77.23269,0.589,0.162,137.6,955.0,,0.73,-0.709,4.59,,,,,
413,1,1,0,0,4.1480467,0.04515,8.575,112.19399,0.986,0.071,80.45,835.0,,0.71,-0.785,4.6,,,,,
414,1,1,0,0,4.763387,0.0542,10.223,75.323,0.39,0.019,,1025.0,G,0.94,-0.268,4.53,,,,,
415,1,1,0,0,3.8297015,0.05046,12.666,123.9537,0.33,0.516,,,,1.17,0.143,4.41,,,,,
416,1,1,0,0,3.3488702,0.04639,15.805,244.09344,0.34,0.33,,1553.0,,1.19,0.31,4.2,,,,,
417,1,1,0,0,1.36665436,0.02498,15.491,711.9392,1.06,0.246,,1834.0,,1.11,0.068,4.45,,,,,
418,1,1,0,0,3.8537768,0.04753,15.02,189.10885,0.303,0.33,,1312.0,,0.96,0.045,4.34,,,,,
419,1,1,0,0,2.5441828,0.03763,11.96,241.5508,0.77,0.126,,1625.0,,1.1,0.212,4.24,,,,,
420,1,1,0,0,4.2042001,0.05412,14.022,292.72143,0.587,0.092,,1367.0,,1.2,0.229,4.41,,,,,
421,1,1,0,0,4.324799,0.06043,18.921,191.33366,0.155,0.019,,1902.0,,1.57,0.898,3.95,,,,,
422,1,1,0,0,2.350621,0.03493,12.767,1000.21101,2.65,0.028,,1413.0,,1.03,-0.094,4.48,,,,,
423,2,1,0,0,4.2180896,0.05798,12.274,327.3649,0.96,0.168,,1721.0,,1.46,0.689,4.29,,,,,
424,1,2,0,0,5.416081,0.06112,12.621,256.17098,0.7,0.129,269.0,1128.0,,1.04,-0.004,4.42,,,,,
426,1,1,0,0,3.3252725,0.03623,11.187,101.38777,0.399,0.0,,713.0,M1 V,0.57,,4.68,,,,,
427,1,1,0,0,3.560829,0.04708,12.924,210.40346,0.537,0.191,903.9,1528.0,,1.1,0.3,4.15,,,,,
428,1,1,0,0,7.817953,0.07908,13.395,1080.622,2.47,0.092,374.2,1226.0,,1.08,0.369,4.03,,,,,
429,1,1,0,0,3.2768837,0.04163,11.825,56.89157,0.076,0.298,387.4,1237.0,,0.9,-0.173,4.45,,,,,
430,1,1,0,0,3.0566527,0.04026,13.529,305.1168,0.67,0.136,634.1,1398.0,,0.93,0.012,4.35,,,,,
431,1,1,0,0,4.908897,0.06562,18.82,305.1168,0.245,0.151,1711.0,1793.0,,1.56,0.867,3.98,,,,,
432,2,1,0,0,3.105161,0.04497,16.825,260.93843,0.3,0.062,1178.0,1634.0,,1.26,0.377,4.3,,,,,
433,1,1,0,0,3.1414391,0.04714,15.816,1694.0339,2.34,0.064,2637.0,1998.0,,1.41,0.767,4.06,,,,,
434,1,1,0,0,1.6091788,0.03032,18.887,460.8535,0.374,0.057,3821.0,2193.0,,1.44,0.547,4.28,,,,,
435,1,1,0,0,3.5862202,0.05071,13.809,410.0007,0.856,0.036,1521.0,1741.0,,1.35,0.592,4.08,,,,,
436,1,1,0,0,2.2252577,0.03211,10.593,183.38791,0.46,0.519,466.6,1296.0,,0.89,-0.318,4.5,,,,,
437,1,1,0,0,3.185315,0.04012,6.311,38.1396,0.83,0.17,,1084.0,K2,0.85,-0.434,4.54,,,,,
438,1,1,0,0,1.8882378,0.03632,15.513,4100.007,6.64,0.18,9110.0,2730.0,,1.78,1.079,4.17,,,,,
439,1,1,0,0,3.7955202,0.03745,11.478,117.5971,0.42,0.0,,587.0,M3 V,0.49,-1.56,4.77,,,,,
440,1,1,0,0,7.3279474,0.066517,8.097,39.85588,0.411,0.013,49.58,739.0,,0.73,-0.659,4.59,,,,,
441,2,1,0,0,1.73185606,0.02384,11.568,464.02947,1.64,0.044,106.9,895.0,,0.6,-1.216,4.7,,,,,
442,1,1,0,0,2.7886556,0.032742,9.909,156.05375,0.878,0.064,59.26,772.0,,0.6,-1.197,4.68,,,,,
443,1,1,0,0,1.9416423,0.02658,12.094,835.57088,2.58,0.062,129.8,940.0,,0.66,-1.038,4.67,,,,,
444,1,1,0,0,3.0876262,0.03607,13.058,436.69623,1.077,0.045,78.37,828.0,,0.66,-0.992,4.64,,,,,
445,1,1,0,0,3.583893,0.04667,9.785,43.86054,0.259,0.376,,1324.0,,1.06,,4.39,,,,,
478,1,2,0,0,9.55237,0.0907,2.44,12.6,4.7,0.093,,1153.0,F5 V,1.09,,4.25,,,,,
479,1,2,0,0,21.05704,0.1536,4.35,15.2,1.01,0.22,,886.0,F5 V,1.09,,4.25,,,,,
505,1,2,0,0,2.541,0.035,2.05,4.55,2.9,0.093,735.49,1371.0,G,1.0,,4.46,,,,,
579,1,3,0,0,11.57797,0.0964,1.664,4.72,5.62389,0.0,111.6,905.0,,0.87,0.016,4.39,,,,,
580,1,3,0,0,27.59221,0.1721,2.916,11.24,2.49767,0.0,35.1,677.0,,0.87,0.016,4.39,,,,,
581,1,3,0,0,107.245,0.425,2.562,8.82,2.87811,0.0,5.74,431.0,,0.87,0.016,4.39,,,,,
586,1,2,0,0,1.62116,0.02732,1.31,4.04,10.49,0.0,,2130.0,G,1.04,,4.05,,,,,
594,1,1,0,0,11.53533,0.1097,11.5,131.89945,0.477,0.251,356.0,1228.0,,1.32,0.66,3.82,,,,,
640,1,2,0,0,11.6264,0.1053,3.41,11.56,1.58,0.14,255.7,,G0,1.15,,4.19,,,,,
641,1,2,0,0,24.38,,5.83,27.5,0.82,0.115,,,G0,1.15,,4.19,,,,,
642,1,2,0,0,4.75615,0.0522,1.64,7.51,9.3,0.09,,1001.0,K1 V,0.9,,4.53,,,,,
643,1,2,0,0,17.1784,0.1268,2.39,8.11,3.23,0.05,,642.0,K1 V,0.9,,4.53,,,,,
668,1,5,0,0,2.178,,,,6.12,,,,G0,1.08,,,,,,,
745,1,1,0,0,17.471278,0.1334,3.55,19.7,2.39,0.28,58.1,769.0,,1.03,0.012,4.5,,,,,
766,1,5,0,0,8.88029,0.078,3.39,10.4,1.5,0.0,,893.0,G9 V,0.81,-0.187,4.3,,,,,
767,1,5,0,0,28.5805,0.17,3.08,7.2,1.4,0.0,,605.0,G9 V,0.81,-0.187,4.3,,,,,
768,1,5,0,0,38.3525,0.207,3.04,5.8,0.5,0.0,,549.0,G9 V,0.81,-0.187,4.3,,,,,
791,2,1,0,0,3.308958,0.05208,17.318,323.23311,0.343,0.038,3440.0,2132.0,,1.72,0.971,3.85,,,,,
813,1,1,0,0,16.202159,0.1163,2.501,14.4,5.05,0.047,26.5,632.0,K0 V,0.8,-0.444,4.56,,,,,
834,1,2,0,0,1.008035,0.02012,1.745,8.83,9.15,0.0,,2128.0,G,1.07,0.139,4.38,,,,,
854,1,2,0,0,7.78993,0.0695,0.892,3.7,31.93,,,701.0,K4.5,0.73,-0.686,4.61,,,,,
861,1,6,0,0,3.092926,0.03876,1.602,4.74,6.34,0.0,176.2,1015.0,,0.81,-0.577,4.57,,,,,
862,1,6,0,0,6.76458,0.0653,1.511,4.36,6.95,0.062,62.1,782.0,,0.81,-0.577,4.57,,,,,
869,1,1,0,0,6.03607,0.06356,4.71,16.6,0.87,0.0,,1073.0,,0.92,,4.4,,,,,
878,1,1,0,0,14.2767,0.1228,9.17,60.5,0.431,0.115,,,,1.21,0.712,3.58,,,,,
894,1,5,0,0,17.667087,0.1162,2.0,8.32,6.15,0.072,16.0,543.0,K4 V,0.67,-0.625,4.53,,,,,
895,1,5,0,0,29.79749,0.1646,1.87,3.41,3.1,0.063,7.96,467.0,K4 V,0.67,-0.625,4.53,,,,,
896,1,5,0,0,3.97664,0.04298,0.75,0.55,7.5,0.07,117.0,909.0,K4 V,0.67,-0.625,4.53,Terrestrial,HD 23472 d is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.55 EarthsCOMMA it takes 4 days to complete one orbit of its starCOMMA and is 0.04298 AU from its star. Its discovery was announced in 2022.,HD 23472 d is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.55 EarthsCOMMA it takes 4 days to complete one orbit of its starCOMMA and is 0.04298 AU from its star. Its discovery was announced in 2022.,/exoplanet-catalog/8656/hd-23472-d/,A rocky world outside our solar system
897,1,5,0,0,7.90754,0.068,0.818,0.72,7.5,0.07,46.7,723.0,K4 V,0.67,-0.625,4.53,Terrestrial,HD 23472 e is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.72 EarthsCOMMA it takes 7.9 days to complete one orbit of its starCOMMA and is 0.068 AU from its star. Its discovery was announced in 2022.,HD 23472 e is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.72 EarthsCOMMA it takes 7.9 days to complete one orbit of its starCOMMA and is 0.068 AU from its star. Its discovery was announced in 2022.,/exoplanet-catalog/8657/hd-23472-e/,A rocky world outside our solar system
898,1,5,0,0,12.1621839,0.0906,1.137,0.77,3.0,0.07,26.3,630.0,K4 V,0.67,-0.625,4.53,,,,,
913,1,2,0,0,2.76953,0.02933,1.24,2.14,6.2,0.039,42.2,709.0,M0 V,0.44,-1.44,5.2,,,,,
914,1,2,0,0,5.70588,0.04749,1.533,3.09,4.7,0.038,16.1,557.0,M0 V,0.44,-1.44,5.2,,,,,
949,1,4,0,0,0.95965428,0.01802,1.627,4.73,5.5,0.1,,1777.0,,0.85,-0.27,4.47,,,,,
950,1,4,0,0,29.8464948,0.1783,2.923,10.67,2.35,0.15,,565.0,,0.85,-0.27,4.47,,,,,
960,1,1,0,0,18.71204,0.1436,9.718,77.55052,0.464,0.032,98.09,876.0,F8,1.13,0.305,4.28,,,,,
1035,1,2,0,0,14.339156,0.1202,2.45,7.8,2.9,0.08,132.0,943.0,F V,1.13,0.28,4.5,,,,,
1058,1,2,0,0,9.058811,,2.99,10.8,2.2,0.0,115.6,911.0,,0.93,-0.098,4.38,,,,,
1059,1,2,0,0,21.4023,,2.9,11.1,2.5,0.0,36.7,684.0,,0.93,-0.098,4.38,,,,,
1090,1,2,0,0,6.398042,0.0604,2.79,10.2,2.58,0.09,43.3,714.0,K4 V,0.73,,4.62,,,,,
1091,1,2,0,0,18.87974,0.1242,2.39,9.7,3.88,0.08,10.2,498.0,K4 V,0.73,,4.62,,,,,
1108,1,1,0,0,0.719573,0.0166,1.613,5.6,7.4,,,,G2,1.18,0.24,4.34,,,,,
1129,1,2,0,0,3.98442,0.049,2.16,7.25,3.97,0.075,,1311.0,G1 V,1.02,0.072,4.4,,,,,
1138,1,1,0,0,11.8143,0.1066,7.398,34.9613,0.471,0.22,,1089.0,,1.16,0.425,4.02,,,,,
1159,1,1,0,0,55.087,0.262,3.89,42.44,3.98,0.197,7.42,385.0,K0.5 V,0.83,-0.31,4.54,,,,,
1172,1,1,0,0,9.4897116,,2.12,8.3,4.8,0.05,,751.0,K1 V,0.85,-0.455,4.64,,,,,
1218,2,1,0,0,0.9809734,0.01782,22.754,1021.18779,0.48,0.0,661.0,1411.0,K4 V,0.78,-0.678,4.61,,,,,
1241,1,2,0,0,10.28891,0.089,2.74,20.0,5.3,0.16,,757.0,K0 V,0.9,,4.41,,,,,
1259,1,1,0,0,19.3044,,3.84,27.0,2.6,0.31,,,,0.92,,4.5,,,,,
1260,1,1,0,0,1.6739035,0.0301,3.88,21.8,2.04,0.0,1915.0,1841.0,G0 V,1.15,,4.33,,,,,
